samples,fin_data,OnST,OnST-H
191,0.28965527321265,0.0050049655310123,0.00895364936109252
192,0.308022802133534,0.00517933535345521,0.00912667978604917
193,0.334686186793024,0.00536644456488112,0.0093137912337378
194,0.345199060952654,0.0055621978826774,0.00950932711079299
195,0.353498736401841,0.00574375526799443,0.00968494854163211
196,0.333823433666699,0.00593384157417134,0.00987071019893811
197,0.313023917042676,0.0061194337393434,0.0100533161964397
198,0.32321817089115,0.00629439772734272,0.0102271590134093
199,0.291836303227662,0.00647609989860846,0.0104099767505125
200,0.244660745386051,0.00666798164614778,0.0106013260146419
201,0.246530537005985,0.00685730700845748,0.0107987893243847
202,0.253661763142792,0.00706299303715309,0.0110185799674967
203,0.283084303250406,0.00728134805792074,0.0112505278298507
204,0.279949199127341,0.0075221888137558,0.0114968008020376
205,0.294678699070757,0.00778897515087853,0.0117775012125277
206,0.313361964800469,0.00806931306272555,0.0120827089073191
207,0.321334252759792,0.00835485558618533,0.0123884425348469
208,0.353638100869425,0.00864624666199206,0.0127000261696681
209,0.373714370800849,0.00894816373774132,0.0130226022250606
210,0.408595095508678,0.00924673875642553,0.0133394638486006
211,0.4712291033944,0.00953333236141491,0.0136538729551759
212,0.443022477825317,0.00978418109863929,0.0139337072045511
213,0.449453109434424,0.0100128368126377,0.0142043870013309
214,0.444940131008962,0.0102447190677861,0.0144995493590208
215,0.463517058248143,0.0104436504438097,0.0147621104644726
216,0.456030514671678,0.0106325479225667,0.0150219419018673
217,0.452992630261019,0.0107993109573942,0.0152661581568957
218,0.412766850909598,0.0109811774933068,0.015568869437919
219,0.420184866729323,0.0111400156944806,0.0158649459941746
220,0.397495319895235,0.0113051068217104,0.0161745490323791
221,0.368336263792907,0.0114651137684339,0.0164898069737892
222,0.337476925075525,0.0116224524573001,0.0168080895557988
223,0.246807722234357,0.0117974466052068,0.0171695236480757
224,0.182139001752682,0.0119369377497136,0.0175119088436589
225,0.200723669534834,0.0120604100779973,0.0178664346115591
226,0.204720170405208,0.0122062717070982,0.0182773803329651
227,0.249449407826928,0.0123459143582614,0.0187009634239999
228,0.26576700812327,0.0124915681981496,0.019135373116857
229,0.237978398482553,0.0126320034648379,0.0195875082076223
230,0.24060304103808,0.0127698335182777,0.0200887887370954
231,0.230732326625832,0.0129055070451465,0.0206161731666184
232,0.179735347723179,0.0130275338650217,0.0211497847271576
233,0.0816256584554405,0.0131211888055241,0.0216633238284385
234,0.15197052050721,0.0132094215045486,0.0222234005582858
235,0.143594531059598,0.0133194003471725,0.022818265036919
236,0.122956957474678,0.0134310274802562,0.0234287736927512
237,0.18317496986434,0.0135456766854541,0.0240671945470945
238,0.215136756594324,0.0136836462143139,0.0247523309171101
239,0.254854895708172,0.0138307487190927,0.0254401553897182
240,0.262282401323759,0.0139708965075146,0.0261233630044476
241,0.304431143242885,0.0140933841315983,0.0268190237075126
242,0.308986576220806,0.0141920307449187,0.0275440657566742
243,0.360001076222614,0.0142331883424983,0.0282593169734322
244,0.306095618908531,0.0142309081447482,0.028948564041735
245,0.302180760909719,0.0141733270641371,0.0296158111742646
246,0.278963598148992,0.0141010098436167,0.0303130901156049
247,0.263738424963802,0.0139992794661627,0.0310017789193733
248,0.25173118340462,0.0138806111018081,0.0316887206616497
249,0.265947205738942,0.013762625973819,0.0323318845857878
250,0.258362496295796,0.0136640058973564,0.0329817766688179
251,0.250177889892778,0.0135795391369993,0.0336358515225611
252,0.183764879240709,0.0134989821047527,0.0342111113040983
253,0.239881730503797,0.0134086949731861,0.0346845988099948
254,0.214347234573289,0.0133388400115028,0.0351102926255262
255,0.224019068027865,0.0132556394386058,0.0354439089378571
256,0.239157064773898,0.0132044550410832,0.0357491337623969
257,0.284154333278048,0.0131611042969641,0.0360139265387311
258,0.293990052646938,0.0131213580210631,0.0362240433270888
259,0.315867241654948,0.0130749798290376,0.0363802298990704
260,0.33556725365843,0.0130017135710755,0.0363765755849166
261,0.231529946887429,0.0129394791133678,0.0363151580860878
262,0.202202580619272,0.0128726080879654,0.0362285632844143
263,0.137250133812917,0.0128138713660873,0.036110714167545
264,0.128174775242709,0.012779918226611,0.0360180653425921
265,0.127316565289729,0.0127537880566262,0.0359110009030324
266,0.141716156348416,0.0127343088865477,0.0357941611235843
267,0.105683854612493,0.0127151599197383,0.0356787165300185
268,0.0747086094113252,0.0126944932264134,0.0355781679387731
269,0.045575654704166,0.012662805284758,0.0354803147398576
270,0.0481517112480447,0.0126245664976118,0.035386349817228
271,0.0191440453271763,0.0125818518967934,0.0352766793084455
272,-0.0212341453151833,0.0125501928327805,0.0351846384434235
273,-0.0567772703444795,0.0125278394752479,0.0351096631925915
274,-0.121462301312012,0.0125285573921579,0.0350857626318368
275,-0.0123997421500651,0.0125457055384207,0.0350903283808263
276,0.000343261205263608,0.0125855035314288,0.0351148981100268
277,0.00554693019432391,0.0126446502303399,0.0351522387105296
278,0.0376407408706971,0.0127245998471167,0.0351991285338231
279,-0.0435302785604524,0.0128256313125231,0.0352570411728801
280,0.0433940217251384,0.0129519277068471,0.0353443730605733
281,0.0631793642211691,0.0131074972935232,0.035446723686228
282,0.0595675858012496,0.0132863675178443,0.0355579038911118
283,0.0920157920841787,0.0134877561133334,0.03568217361115
284,0.0671756843198581,0.0137078777134534,0.0358063511400526
285,0.0507738105345747,0.013956655957361,0.0359580565041409
286,0.0455022291471235,0.0142277136651852,0.0361202087288843
287,0.0417429299894468,0.0145243682444381,0.0362951940448045
288,0.0666823052632976,0.0148463577817892,0.0364754634133205
289,0.0918429500369901,0.0151951714255395,0.0366621696180929
290,0.117979427955631,0.0155659338429015,0.0368321444580497
291,0.0844077914967805,0.0159592843748347,0.0369687667197728
292,0.0770447408177981,0.0163712085384435,0.0371179769511918
293,0.102717983500211,0.0167936701010061,0.0372804666380354
294,0.117566395210118,0.0172154318730144,0.0374265926857049
295,0.109602851673672,0.0176468816507813,0.0375657229368942
296,0.120981318634213,0.0181019531875873,0.0377148019372757
297,0.164872718952255,0.0185898901118257,0.0378857992710586
298,0.181780857003507,0.0190916104122162,0.0380636492751144
299,0.224273187055582,0.0196000174385682,0.0382324686424956
300,0.236868112234814,0.0201028901305244,0.0383839563156041
301,0.263462031875061,0.0205959214727828,0.0385151790593273
302,0.262322378363013,0.0210910435430636,0.0386402337128558
303,0.226742167546074,0.0215869608297515,0.0387684044791635
304,0.214051533761369,0.0220861485313296,0.0389080993920303
305,0.219295460293346,0.0225884194335698,0.0390497178963712
306,0.224950574720856,0.0230977462989115,0.0391971020606721
307,0.242407987487629,0.0236123419012952,0.0393473262820851
308,0.226102416079759,0.0241230576746731,0.0394962239098161
309,0.253576612644408,0.0246278004253254,0.0396336113516568
310,0.277374249430051,0.0251245717644757,0.0397658307611067
311,0.293378119330382,0.0255945636571395,0.0398823161622635
312,0.292333584870609,0.0260233479491985,0.0399781695222324
313,0.305788855447305,0.0264076366992645,0.0400620357604363
314,0.316162728296153,0.0267388124574374,0.0401300243930306
315,0.331903838783232,0.0270176594458164,0.0401714535879134
316,0.295529972061288,0.0272388416427752,0.0401566274296906
317,0.263356234367701,0.0274179085526876,0.0400836250605205
318,0.285478066048849,0.0275791592906955,0.0400242974035398
319,0.262219677236256,0.0277170039750629,0.0399539603991572
320,0.265584906161132,0.0278323517537581,0.0398750555348007
321,0.249870032724681,0.0279206782676556,0.0397744301539375
322,0.230562323118804,0.0279876812799583,0.0396644401691275
323,0.203715415996531,0.028041469986771,0.0395505668348456
324,0.234744649450724,0.0280963011737238,0.0394427371456721
325,0.208463180476872,0.0281393322226649,0.0393199367637788
326,0.251210241863598,0.0281669521317528,0.0391862317715301
327,0.2536240005709,0.028174062597296,0.0390258654341162
328,0.255246982248971,0.0281663990276017,0.0388329143166887
329,0.25932957063226,0.0281355767127503,0.0386053392865645
330,0.265327210000276,0.0280747488636603,0.0383480716031906
331,0.248179773090937,0.0279963775508582,0.0380682889359568
332,0.256783786801776,0.0279087272539112,0.0377739085153545
333,0.206016731100736,0.0278095512790692,0.0374644178009536
334,0.183837118469924,0.0277213863449184,0.0371593254645179
335,0.206707808076338,0.027643141350448,0.0368596376262771
336,0.215556150440019,0.0275694222510727,0.0365547363713842
337,0.217824204352813,0.0275052004586523,0.0362491748377575
338,0.232801093164513,0.0274494293383471,0.0359445178003084
339,0.272464670830444,0.0273973085568625,0.0356339797692968
340,0.31272453266298,0.0273272348002721,0.0352986775183812
341,0.333262435858767,0.027218735425848,0.0349243026247317
342,0.341757643009414,0.0270843452526776,0.0345278988123288
343,0.369735085511751,0.0269164204559276,0.0341074857466937
344,0.378635158395599,0.0266926407556748,0.0336365037491565
345,0.343319819208716,0.0264230051596743,0.0331246410645959
346,0.364208901191513,0.0261331105434498,0.0325983209448148
347,0.378163286939943,0.0258102985807638,0.0320474637961469
348,0.348839399039053,0.0254672944312246,0.0314897684972078
349,0.331353559378587,0.0251242725367701,0.0309278123127735
350,0.342053314695402,0.0247671243584204,0.0303727965726958
351,0.36451532034701,0.0243762408406694,0.0298154029816802
352,0.356482561977215,0.0239689243367389,0.0292393338529559
353,0.355796751931797,0.0235574955952718,0.0286524818278633
354,0.309189706266986,0.0231432418409164,0.0280612629987789
355,0.293428419355388,0.0227604785558609,0.0274938509726148
356,0.276254185554397,0.0224132260701135,0.0269473655661423
357,0.283646767747359,0.022096112965128,0.0264176510262046
358,0.309572454512774,0.0218031324131398,0.0259014057049365
359,0.266603300496724,0.0215213681521841,0.0253871759859818
360,0.283526098634298,0.0212760350687154,0.0248989572246449
361,0.284932150097441,0.0210567001047654,0.0244225255788109
362,0.247380710011264,0.0208690396785929,0.0239670222225066
363,0.242772186844462,0.0207187521044432,0.0235419165803804
364,0.241733235322214,0.0206028961999843,0.0231391979570258
365,0.249945467305984,0.0205128885567377,0.0227542672322443
366,0.226367498820693,0.0204460190703997,0.0223892693873831
367,0.27394640612009,0.020403012313771,0.022043255836509
368,0.288398332678198,0.0203687969531911,0.0217029131218444
369,0.295585307369771,0.0203374982937302,0.021366495775216
370,0.275914349163492,0.0203128080549172,0.0210449038612262
371,0.288079165828161,0.0203064442266679,0.0207494305825467
372,0.239742907291088,0.0203063616642841,0.0204623327727016
373,0.196117452711837,0.0203238269479477,0.0202055926345866
374,0.210805191407851,0.02037173751875,0.0199874890387031
375,0.211651990209965,0.0204375912635135,0.0197905994730036
376,0.19107557784248,0.0205118165657801,0.0196058693798899
377,0.170591616411132,0.0205944671916734,0.0194416853237495
378,0.137311159393152,0.0206947600998698,0.0193050452675878
379,0.148115125711878,0.0207952752532275,0.019184017507028
380,0.194007230742833,0.0208864878177626,0.0190749910755166
381,0.202963972339457,0.0209846312571653,0.0189781134563781
382,0.233740936209246,0.0210922770386954,0.0188837481699421
383,0.255152028381219,0.0212001840791412,0.0187880714776313
384,0.246127210826184,0.0213093677677503,0.0186938783361324
385,0.254163477540145,0.0214203105567906,0.0186060010829399
386,0.245838813363047,0.021535407969159,0.0185270960077524
387,0.286934296717241,0.0216511288021088,0.0184548637987042
388,0.275201391592444,0.0217690805573026,0.0183877374309956
389,0.270676701394748,0.0218877046402522,0.0183223656606016
390,0.295832326003836,0.0220045042733604,0.0182564289667001
391,0.310897545808795,0.022120048272501,0.0181931851899906
392,0.305234806951814,0.0222358302944183,0.0181290627760468
393,0.326020791314338,0.0223546510340737,0.0180666671081525
394,0.333900177375439,0.0224760891295115,0.0180077773333275
395,0.309266717152213,0.0225921823439785,0.0179466251941931
396,0.341432641165172,0.0227146363570594,0.0178945679352282
397,0.326549034898339,0.0228305270979038,0.0178392102778339
398,0.346323741577897,0.0229557719167633,0.0177998141482317
399,0.344524681444374,0.0230833727126971,0.01776249731813
400,0.370109980617864,0.023221562219147,0.0177371030811774
401,0.357771583492555,0.0233600667756407,0.0177146370167512
402,0.374988898035919,0.0235077607021995,0.0177033402721058
403,0.352558273410597,0.0236600861356639,0.0176970605908741
404,0.379297120797076,0.0238205404005049,0.0176983025718356
405,0.376068856713604,0.0239876072122172,0.0177044649191358
406,0.407587516936381,0.0241708785300923,0.0177217812616025
407,0.384001380233088,0.0243112312832471,0.0177302638692185
408,0.384309291751843,0.0244153628473186,0.0177403786026222
409,0.36440125269591,0.0244932455672558,0.0177569313438637
410,0.379324286395306,0.0245567484078956,0.0177786210120126
411,0.366758413114766,0.0245967452892558,0.0178029587384847
412,0.375068767839992,0.0246301858432775,0.0178392310321524
413,0.391706306492331,0.0246618598706474,0.0178897945767768
414,0.399586476341689,0.024684980343207,0.0179472303616475
415,0.357739016004822,0.0246448240877662,0.0180013315698773
416,0.357115160053713,0.0246133121306033,0.0180811902823223
417,0.353632523848087,0.0245954603723312,0.0181960304090933
418,0.379028840504046,0.024596887269615,0.0183467828045357
419,0.354664552376144,0.024594217558712,0.0185192258927671
420,0.303837630679421,0.0246096663992816,0.0186799365161977
421,0.276484083787049,0.0246405531539172,0.0188406698398316
422,0.231135476769145,0.0246998216924881,0.0190208135932764
423,0.232351460598184,0.0247982557979869,0.0192307963784889
424,0.285833481137527,0.0249212366797903,0.0194586107352238
425,0.253427713553289,0.0250305403733269,0.019678451414535
426,0.209703824221658,0.0251423481580156,0.0199021876118174
427,0.224874638092466,0.0252802616656831,0.0201413077680687
428,0.124926629297504,0.0254375658775426,0.0203918660436023
429,0.0968008815856438,0.0256457048133503,0.0206798613301494
430,0.133848303029589,0.0258962643349605,0.0210011219841895
431,0.17787039512673,0.0261721431326491,0.0213622453601763
432,0.151696918398527,0.0264467629110781,0.0217280999145322
433,0.177293532315724,0.0267362603586153,0.0221079218508499
434,0.166573328879591,0.0270295327722577,0.0224963538551997
435,0.109097395295731,0.0273261734037913,0.0228839161873255
436,0.113832131238003,0.0276529617358247,0.0232881455032926
437,0.102190176339223,0.0280009043241971,0.023701855593684
438,0.117871745082326,0.0283762919191561,0.0241351369251933
439,0.153464405057614,0.0287549869495587,0.0245661007066916
440,0.158583260424719,0.0291207546388582,0.0249878449166384
441,0.141224895022291,0.0294387557179667,0.0253848471289333
442,0.160083884929308,0.0297527117037487,0.0257731796649431
443,0.183203360240947,0.0300485799831293,0.0261368485698857
444,0.187402856927402,0.0303216817472398,0.0264761584063467
445,0.186632501882925,0.0305777207525282,0.0267916940122342
446,0.202930329020059,0.030799452675298,0.0270574062811443
447,0.211500980089324,0.0309866890297761,0.0272689268175975
448,0.221649216044894,0.031140732627362,0.0274395916666402
449,0.249159663144899,0.0312786035603466,0.0275927522014272
450,0.255978156187054,0.031397755162339,0.0277354419277674
451,0.274423714209451,0.0315236165820126,0.0278791519662204
452,0.271125071885827,0.0316187948368272,0.0280109148849272
453,0.256788040985188,0.0317150051450437,0.0281447029782582
454,0.255594553705476,0.0318236473065836,0.0282856861144361
455,0.241256670371515,0.0319422359561245,0.0284316860828356
456,0.20697656978321,0.032082277786968,0.0286020287854419
457,0.215447441825659,0.0322654769591949,0.028825161350606
458,0.202074610764501,0.0324597221817341,0.029060782331256
459,0.20306791524416,0.0326963405179142,0.0293382477429287
460,0.196173082441223,0.0329624614172299,0.0296375701669708
461,0.167205577160972,0.033241594638475,0.0299422726757193
462,0.0757278316825975,0.0335511065903853,0.030271793798033
463,0.071111917983467,0.0339123746524827,0.0306396974948328
464,0.103645098817132,0.0342642496468656,0.0310023245094761
465,0.114364085295874,0.0345502075108344,0.0313043105993318
466,0.0933885415892355,0.034766068839948,0.0315369474003736
467,0.132378875854581,0.0349203563775908,0.0317062958946995
468,0.150417867015357,0.0349973570757422,0.0318003213901544
469,0.169223492300727,0.0350027845985204,0.0318296039321159
470,0.186790393470907,0.0349494909224038,0.0318065978544029
471,0.170944666424985,0.0348463359329645,0.031737526706581
472,0.18349047150503,0.0347309246182302,0.0316593254728918
473,0.17468430012747,0.0346083308543646,0.0315684043104277
474,0.225081871874693,0.0344479582348399,0.0314309576234323
475,0.220730726071199,0.034219986413958,0.0312172255603712
476,0.22375560613099,0.0339698695388071,0.030970635775261
477,0.232335606471763,0.0337083787092634,0.0307072573705669
478,0.267383683574687,0.0334243740245088,0.0304186800296292
479,0.274404778946837,0.0331107613560125,0.0300980410529764
480,0.280932694927032,0.0327895009101105,0.0297698203311345
481,0.256976672518212,0.0324524058522483,0.0294304588409029
482,0.235724825286614,0.032141498665297,0.0291192865121761
483,0.269356650874561,0.0318346013631791,0.0288125616940878
484,0.320316209796034,0.0315235282798772,0.0285013965027109
485,0.329817676185604,0.0312002014732124,0.0281816670176755
486,0.326620370569099,0.0308821573652874,0.0278706499302202
487,0.338397969192461,0.0305596306076949,0.027563884330899
488,0.324775063070472,0.0302540494547348,0.0272739612899966
489,0.314924834333152,0.029942533199921,0.0269845159804427
490,0.302444084272479,0.0296419831576808,0.026709396449908
491,0.294255149227229,0.0293571669841186,0.026453902551762
492,0.289381935282406,0.0290866581076334,0.0262148919942508
493,0.301197521343197,0.0288076556433134,0.0259738695347274
494,0.284994547158432,0.0285265125930273,0.0257360161141142
495,0.278883389172038,0.0282465015202652,0.0255062115964867
496,0.259268933646167,0.0279502080384213,0.0252646442433076
497,0.260030348152567,0.0276584334665764,0.0250300951253627
498,0.265868234978398,0.0273756402208739,0.0248083726044648
499,0.278864064261153,0.0270885389655383,0.0245871227651373
500,0.286109584097389,0.026787161371194,0.0243564887735502
501,0.282415039291405,0.0264718056215404,0.0241202254690986
502,0.267560252553582,0.026155794623737,0.0238864250547806
503,0.241812100091172,0.0258459872326535,0.0236606719119033
504,0.197667968138781,0.0255557983574406,0.0234548561958555
505,0.21868842438622,0.0252898254671549,0.0232745709354459
506,0.205788628054556,0.0250348494451204,0.0231075540482454
507,0.23408184037917,0.0247867988707223,0.0229524359590188
508,0.222401278635994,0.0245383315834136,0.022798659696361
509,0.209573160755793,0.0243000079553321,0.0226587717362726
510,0.207491708088948,0.0240753687003114,0.0225355847210875
511,0.245968683499478,0.0238310437183431,0.0224030974876645
512,0.241721374999689,0.0235713285756016,0.0222572937231156
513,0.271870282497677,0.0232989316511203,0.0221029094363887
514,0.271314169398354,0.0230158028483224,0.0219385300665263
515,0.264400123529064,0.0227160221368005,0.021758569877469
516,0.262685608420637,0.0224219852943433,0.0215832730830011
517,0.273567310609891,0.02213648721147,0.0214134685386311
