samples,GSR-O H=2,GSR-O H=5,GSR-OH H=2,CSR-OH H=5,Offline H=2,Offline H=5
9401,0.255286258001649,0.212126429535389,0.18286816455113,0.306699038877419,0.268753438697096,0.261019426774974
9451,0.255259586560465,0.211895686138199,0.182844925254982,0.306705322023065,0.26875577515878,0.26108027664095
9501,0.255222660115014,0.211744315494308,0.182822498276221,0.306581391701265,0.26868921223878,0.260751418312061
9551,0.255059240882896,0.211571376518036,0.182676709496076,0.306529402461507,0.26862994333819,0.260511525525356
9601,0.254837232207693,0.211351843360134,0.182484304653301,0.306565793615413,0.268616120397203,0.260520010658446
9651,0.254669450163249,0.211052147624558,0.182028182622515,0.306352102903654,0.268449105379072,0.260198844474231
9701,0.254505037567074,0.21092029634623,0.181808723580913,0.306141223452171,0.268358184057787,0.259878152934882
9751,0.254419860925192,0.210840338154122,0.181749403191961,0.305837263707842,0.268122013489834,0.259634059210365
9801,0.254341526554553,0.21071985988286,0.181449679719937,0.305787527524765,0.26810373333012,0.259659055102293
9851,0.254231204685169,0.210533267318001,0.181349962071306,0.305663828425478,0.268060841871281,0.259677262995751
9901,0.253936186335792,0.210339020326392,0.181006630840064,0.305592900780087,0.268029140428434,0.259264751481059
9951,0.253567619671741,0.210023909581954,0.180546196542887,0.305277683170304,0.26783472374159,0.258845934939825
